Question_ID,Question,Status_Id,creation_date,created_by,user_id,pdf_uploaded_id,is_public,notes,tags,isdeleted,userid,ispublic,isdeleted
250,compounds,NULL,16/03/2020,NULL,29,225,0,"Compounds.Synthesis of NPI52 (Prior et al., 2013), GC376 (Kim et al., 2012), GC551 and GC543 (Mandadapu et al., 2013a), GC523 (Mandadapu et al., 2012), GC583, GC587, GC591 and Perera et al.Page 3Antiviral Res. Author manuscript; available in PMC 2019 December 01.Author ManuscriptAuthor ManuscriptAuthor ManuscriptAuthor Manuscript ,GC597 (Galasiti Kankanamalage et al., 2015), GC772 and GC774 (Galasiti Kankanamalage et al., 2017) were previously described. The compound list is shown in Table 1.2.2.    Cell and virus.Crandell-Rees feline kidney cells (CRFK) and a feline coronavirus (FIPV-1146) were purchased from American Type Culture Collection (Manassas, VA). Feline coronavirus was grown with Eagle’s Minimal Essential Medium (MEM) supplemented with 5% fetal bovine serum, 100 U/ml penicillin and 100 µg/ml streptomycin in CRFK cells.2.3.    Expression and purification of 3CLpro of ferret and mink coronaviruses.The codon-optimized cDNAs encoding the full length of 3CLpro of ferret coronavirus NL-2010 (GenBank accession number: KM347965.1) and mink coronavirus WD1133 (GenBank accession number: HM245926.1) with the nucleotides for 6 His residues at the N-terminus were synthesized by Integrated DNA Technologies (Coralville, IA). Each synthesized gene was subcloned into the pET28(+) vector (Addgene, Cambridge, MA). Each 3CLpro was expressed and purified following the standard procedures previously described by our group (Kim et al., 2016b; Kim et al., 2012). Briefly, the vector was transformed into Escherichia Coli BL21 cells (Invitrogen, Carlsbad, CA) and each protein was expressed in Luria Bertani broth by induction with 1mM isopropyl ß-D-thiogalactopyranoside for 4-6 hrs at 37 °C in a shaking incubator. The harvested cells were centrifuged, and the supernatants were subject to Ni-NTA affinity columns (QIAGEN, Valencia, CA) for purification of 3CLpro. The purified 3CLpro were stored at -80 °C until use. The cloning and expression of feline coronavirus 3CLpro was previously reported (Kim et al., 2016b",0,NULL,NULL,NULL,NULL
251,fig3,NULL,16/03/2020,NULL,29,225,0,"Figure 3. Ferret coronavirus and mink coronavirus 3CLpros were modelled using I-TASSER (Yang et al., 2015) and superposed with a crystal structure of feline coronavirus 3CLpro (PDB ID: 4ZRO). B. Crystal structures of feline coronavirus 3CLpro (PDB ID: 4ZRO) and TGEV (PDB ID: 4F40) were superposed. The crystal structure of TGEV-GC376 complex was",0,NULL,NULL,NULL,NULL
252,Intro,NULL,16/03/2020,NULL,29,224,0,"1)Platform IndependentThe concept of Write-once-run-anywhere  is one of the important key feature of java language that makes java as the most powerful language.2)SimplePrograms  are  easy  to  write  and  debug  because  java  does  not  use  the  pointers  explicitly.  It  is much harder to write the java programs that can crash the system.3)Object OrientedJava    is  a  fully  Object  Oriented  language  because,    object  is  at  the  outer  most  level  of  data structure in java. No stand alone methods, constants, and variables are there in java. Everything in java is object even the primitive data types can also be converted into objects. 4)RobustJava  has  the  strong  memory  allocation  and  automatic  garbage collection  mechanism.  It provides the powerful exception handling and type checking mechanism as compare to other programming   languages.   Compiler   checks   the   program   whether   there   any   error   and interpreter checks any run time error and makes the system secure from crash.5)DistributedInternet  programmers  can  call  functions  on  HTTP  ,  FTP    protocols  and  can  get  access  to  the files from any remote machine  rather than writing codes on their local system.6)PortableThe  feature  Write-once-run-anywhere    makes  the  java  language  portable  provided  that  the system must have interpreter for the JVM",0,NULL,NULL,NULL,NULL
253,Intro,NULL,16/03/2020,NULL,29,225,0,"Coronaviruses are enveloped, positive-sense, single-stranded RNA viruses that belong to the Coronaviridae family. Coronaviruses infect a wide range of animal species including humans, causing a diverse array of diseases but each coronavirus tends to be species-specific. Coronaviruses are subdivided into four genera, alpha, beta, gamma and delta-coronaviruses, based on phylogenetic clustering (Adams et al., 2017). Feline, ferret and mink coronaviruses belong to the alphacoronaviruses genus and typically cause self-limiting diarrheal disease in cats, ferrets and minks, respectively. Ferrets and minks are members of the family Mustelidae that includes carnivorous mammals such as badgers, weasels, otters and wolverines. Ferrets are presumed to have been domesticated for more than two thousand years (Thomson, 1951), and over the years ferrets have become more popular as pets. They are also widely used as a small animal model in the study of some human viral infections, such as influenza A virus (Belser et al., 2011) and Severe Acute Respiratory Syndrome (SARS) coronavirus (Gretebeck and Subbarao, 2015).Epizootic catarrhal enteritis (ECE) was first described in 1993 in domestic ferrets in the eastern part of the US (Williams et al., 2000) and subsequently reported in domestic and laboratory ferrets in the US, EU and Japan (Li et al., 2017; Provacia et al., 2011; Terada et al., 2014). The causative agent of ECE is ferret coronavirus (Williams et al., 2000; Wise et al., 2006). ECE is characterized by lethargy, vomiting, inappetence and green mucous diarrhea, and older ferrets are more severely affected by ECE than young ferrets.",0,NULL,NULL,NULL,NULL
254,Expression,NULL,16/03/2020,NULL,29,225,0,"The codon-optimized cDNAs encoding the full length of 3CLpro of ferret coronavirus NL-2010 (GenBank accession number: KM347965.1) and mink coronavirus WD1133 (GenBank accession number: HM245926.1) with the nucleotides for 6 His residues at the N-terminus were synthesized by Integrated DNA Technologies (Coralville, IA). Each synthesized gene was subcloned into the pET28(+) vector (Addgene, Cambridge, MA). Each 3CLpro was expressed and purified following the standard procedures previously described by our group (Kim et al., 2016b; Kim et al., 2012). Briefly, the vector was transformed into Escherichia Coli BL21 cells (Invitrogen, Carlsbad, CA) and each protein was expressed in Luria Bertani broth by induction with 1mM isopropyl ß-D-thiogalactopyranoside for 4-6 hrs at 37 °C in a shaking incubator. The harvested cells were centrifuged, and the supernatants were subject to Ni-NTA affinity columns (QIAGEN, Valencia, CA) for purification of 3CLpro. The purified 3CLpro were stored at -80 °C until use. The cloning and expression of feline coronavirus 3CLpro was previously reported (Kim et al., 2016b)",0,NULL,NULL,NULL,NULL
255,figg,NULL,16/03/2020,NULL,29,225,0,"Figure 3. Three-dimensional homology structure models of ferret and mink coronavirus 3CLpros. A. Ferret coronavirus and mink coronavirus 3CLpros were modelled using I-TASSER (Yang et al., 2015) and superposed with a crystal structure of feline coronavirus 3CLpro (PDB ID: 4ZRO). B. Crystal structures of feline coronavirus 3CLpro (PDB ID: 4ZRO) and TGEV (PDB ID: 4F40) were superposed. The crystal structure of TGEV-GC376 complex was previously reported by us (Kim et al., 2012). GC376, indicated as red stick, is shown in the active site of the superposed 3CLpro.",0,NULL,NULL,NULL,NULL
256,aaaaaaaaaaaaaaaaaaaaaaaaaaaa,NULL,16/03/2020,NULL,29,222,0,"Java  is  a  powerful  programming  language  for  developing  software  running  on  mobile  devices, desktop  computers,  and  servers.Java  was  developed  by  a  team  led  by James  Goslingat  Sun Microsystems. Sun Microsystems was purchased by Oracle in 2010.Java  is  an  object-oriented  programming  language  with  abuilt-in  application  programming interface  (API)  that  canhandle  graphics  and  user  interfaces  and  that  can  be  usedto create applications or applets.Java also has standard libraries fordoing mathematics.Java is a full-featured, general-purpose programming language that can be used to develop robust mission-critical  applications.  Today,  it  is  employed  not  only  for  Web  programming,  but  also  for developing  standalone  applications  across  platforms  on  servers,desktop  computers,  and  mobile devices,3. JRE and JDKThe  JRE  consists  of  the  JVM  and  the  Java  class  librariesfor runningJava programs.  TheJDK additionally  contains  the  development  tools  necessary  to  create  Java  programs.  The  JDK(Java Development  Kit)therefore  consists  of  a  Java  compiler,  Java  virtual  machine  and  Java  class libraries.Towrite Java Programs, you should install JDK, which includes JRE.,vijay,Type Name Size Range Int,The char type only representsone character. To represent a string of characters, use the data type called String. For example, String str1= ""Welcome to Java"";String  is  actually  a  predefined  class  in the  Java  library  just  like the  System  class  and  JOptionPane class. The String type is not a primitive type. It is known as a reference type. String class has variety of methods for string manipulation.The String class represents character strings",0,NULL,NULL,NULL,NULL
257,three dimensional,NULL,16/03/2020,NULL,29,226,0," Three-dimensional structural modeling of ferret and mink coronavirus 3CLpros.Three-dimensional structures of ferret and mink coronavirus 3CLpros were built using the I-TASSER server (https://zhanglab.ccmb.med.umich.edu/I-TASSER/) (Yang et al., 2015). These ferret and mink coronavirus 3CLpro models have a C-score of 2, estimated TM-score of 0.99±0.04 and estimated root-mean-square deviation (RMSD) of 2.3±1.8 Å. The constructed ferret and mink coronavirus 3CLpro models were superposed with the crystal structure of TGEV 3CLpro (PDB accession number: 4F49) or feline coronavirus 3CLpro (PDB accession number: 4ZRO9) using the PyMol molecular graphics system, Version 1.8 (Schrodinger LLC, Cambridge, MA) (DeLano, 2010)",0,NULL,NULL,NULL,NULL
258,effects,NULL,16/03/2020,NULL,29,226,0,"The morbidity of these coronavirus diarrheal diseases in ferrets and minks is high but mortality is generally low unless the infected animals have concurrent illnesses, Effects of compounds against 3CLpro of ferret and mink coronaviruses in the FRET assay.The activities of the recombinant ferret and mink coronavirus 3CLpros were determined and compared to that of feline coronavirus 3CLpro prior to the inhibition assay. The activity of each 3CLpro gradually increased over time, following a similar trend with that of feline coronavirus 3CLpro, confirming the activity of ferret and mink coronavirus 3CLpros (Fig. 1).We then evaluated the inhibitory activity of the compounds with variations on R groups against each 3CLpro. The chemical structures of the compounds and their IC50 values are listed in Table 1. GC376 was previously shown to be effective in cats with experimental or naturally-occurring FIP (Kim et al., 2016b; Pedersen et al., 2017). Therefore, GC376 was included as a reference compound. The IC50 values of GC376 against ferret and mink coronavirus 3CLpro were determined at 1.33 and 1.44 µM, respectively, moderately higher than the IC50 of 0.49 µM against feline coronavirus 3CLpro. A warhead is a reactive functional group on a compound, which interacts with the cysteine residue in the active site of 3CLpro. When the bisulfite adduct warhead [CH(OH)SO3Na] at R4 on GC376 was replaced with an a-ketoamide warhead, (C=O)CONHcyclohexyl (GC523), the activity was moderately decreased against feline coronavirus 3CLpro, but less pronounced changes in activity were observed against ferret and mink coronavirus 3CLpros. Replacement of Leu (isobutyl) at R3 in GC376 with Cha (cyclohexyl methyl) (GC551) did not change the activity against feline coronavirus 3CLpro and only slightly increased the activity against ferret and mink coronavirus 3CLpros. This result suggest that Leu and Cha are functionally interchangeable for all three 3CLpros. The similar effect of Leu and Cha at R3 position against these coronavirus 3CLpros was also demonstrated by GC583 and GC597. The substitution of a benzyl group (C6H5) at R1 with m-Chloro benzyl group in compounds with a bisulfide adduct warhead (GC551 and GC587) resulted in increased activities against these 3CLpros. The bisulfite adduct at R4 (GC551 and GC587) resulted in increased activities compared to aldehyde counterparts (GC543 and GC583) against all three 3CLpros.",0,NULL,NULL,NULL,NULL
259,fig1,NULL,16/03/2020,NULL,29,226,0,"Figure ,Figure ,Figure 1. ,Figure 1. Activities of the recombinant ferret, mink and feline coronavirus 3CLpros in the FRET assay. Each expressed 3CLpro was added to assay buffer containing a fluorogenic substrate. The mixture was then incubated at 37 °C and fluorescence readings were measured at various time intervals up to 90 min of incubation. The percentage activity progress was calculated for each 3",0,NULL,NULL,NULL,NULL
260,fczcgfbg,NULL,16/03/2020,NULL,29,226,0,"Compound structures and activity of the compounds against 3CLpro of ferret, mink and feline coronaviruses in the FRET assa",0,1,NULL,NULL,NULL
261,Java Enums,NULL,16/03/2020,NULL,29,198,0,"Enums were introduced in Java 5.0. Enums restrict a variable to have one of only a few predefined values. The values in this enumerated list are called enums.With the use of enums it is possible to reduce the number of bugs in your code.For example, if we consider an application for a fresh juice shop, it would be possible to restrict the glass size to small, medium,and large. This would make sure that it would not allow anyone to order any size other than small, medium,or large",0,NULL,NULL,NULL,NULL
262,What is Next?,NULL,16/03/2020,NULL,29,198,0,"The next section explains about Objects and classes in Java programming. At the end ofthe session,you will be able to get a clear picture as to what are objects and what are classes in Java",0,NULL,NULL,NULL,NULL
263,fgdgfdfgd,NULL,16/03/2020,NULL,29,226,0,"The codon-optimized cDNAs encoding the full length of 3CLpro of ferret coronavirus NL-2010 (GenBank accession number: KM347965.1) and mink coronavirus WD1133 (GenBank accession number: HM245926.1) with the nucleotides for 6 His residues at the N-terminus were synthesized by Integrated DNA Technologies (Coralville, IA). Each synthesized gene was subcloned into the pET28(+) vector (Addgene, Cambridge, MA). Each 3CLpro was expressed and purified following the standard procedures previously described by our group (Kim et al., 2016b; Kim et al., 2012). Briefly, the vector was transformed into Escherichia Coli BL21 cells (Invitrogen, Carlsbad, CA) and each protein was expressed in Luria Bertani broth by induction with 1mM isopropyl ß-D-thiogalactopyranoside for 4-6 hrs at 37 °C in a shaking incubator. The harvested cells were centrifuged, and the supernatants were subject to Ni-NTA affinity columns (QIAGEN, Valencia, CA) for purification of 3CLpro. The purified 3CLpro were stored at -80 °C until use. The cloning and expression of feline coronavirus 3CLpro was previously reported (Kim et al., 2016b)",0,NULL,NULL,NULL,NULL
264,zdcxz,NULL,16/03/2020,NULL,29,226,0,William ,0,NULL,NULL,NULL,NULL
265,IS,NULL,16/03/2020,NULL,29,198,0,"The easiest implementation consists of a private constructor and a field to hold its result, and a static accessor method with a name like getInstance().The  private  field  can  be  assignedfrom  within  a  static  initializer  block  or,  more  simply, using an initializer. The getInstance( ) method (which must be public) then simply returns this instance",0,NULL,NULL,NULL,NULL
266,aa,NULL,16/03/2020,NULL,29,222,0,"Java source code is simple text that does not require any special formatting. Therefore, any simple text editor (Notepad, Textpad, vi etc) can be used to write and edit Java source code. Java integrated development environments (IDEs) provide the same capabilities as a JDK but in a much more friendly package. Java IDEs provide visual editors for writing Java code. These editors highlight     the     Java     syntax     used     in thecode     and     point     out    potential     errors.  vijay.qa45@gmail.comPage 5Popular Java IDEsare listed below:?Eclipse(an open-source IDE from IBM available at www.eclipse.org) ?NetBeans(an open-source IDE from Sun(Oracle)  available at www.netbeans.org) ?IDEA(IntelliJ available at www.jetbrains.com) Java  programs  compile  into byte  code which  is   not    machine  language.  It's  aIntermediatelevel language. Byte code can execute on many different machines. Byte Code represents the machine language of a virtualcomputer know as Java Virtual  Machine (JVM",0,NULL,NULL,NULL,NULL
267,szdfs,NULL,16/03/2020,NULL,29,191,0,"Each  of  Java's  eight  primitive  data types  has  a  class  dedicated  to  it.  These  are  known  as  wrapper classes,  because  they  ""wrap""  the  primitive  data  type  into  an  object  of  that  class.  The  wrapper classes are part of the java.lang package, which is imported bydefault into all Java programs. Javawrapper classes are the Object representation of eight primitive types in java.",0,NULL,NULL,NULL,NULL
268,0121,NULL,16/03/2020,NULL,29,195,0,"A line containing only whitespace, possibly with a comment, is known as a blank line, and Java totally ignores it.InheritanceIn Java, classes can be derived from classes. Basically,if you need to create a new class and here is already a class that has some of the code you require, then it is possible to derive your new class from the already existing code.This concept allows you to reuse the fields and methods of the existing class without having to  rewrite  the  code  in  a  new  class.  In  this  scenario,the  existing  class  is  called  the superclassand the derived class is called the subclass.,Java is an Object-Oriented Language. As a language that has the Object-Oriented feature, Java supports the following fundamental concepts:?Polymorphism?Inheritance?Encapsulation?Abstraction?Classes?Objects?Instance?Method?Message ParsingIn this chapter, we will look into the concepts -Classes and Objects.?Object -Objects have states and behaviors. Example: A dog has states -color, name, breed as well as behaviors -waggingthe tail, barking, eating. An object is an instance of a class.?Class -A  class  can  be  defined  as  a  template/blueprint  that  describes  the behavior/statethat the object of its type support.",0,NULL,NULL,NULL,NULL
269,aaaaaa,NULL,16/03/2020,NULL,29,191,0,"The  JRE  consists  of  the  JVM  and  the  Java  class  librariesfor runningJava programs.  TheJDK additionally  contains  the  development  tools  necessary  to  create  Java  programs.  The  JDK(Java Development  Kit)therefore  consists  of  a  Java  compiler,  Java  virtual  machine  and  Java  class libraries.Towrite Java Programs, you should install JDK, which includes JRE.3.1 JDK VersionsThe various JDK versions are:1. JDK 1.0 (1996): Originally called Oak (named after the oak tree outside James Gosling's office). 2. JDK 1.1 (1997)3. J2SE 1.2 (1998)4. J2SE 1.3 (2000)5. J2SE 1.4 (2002)6. J2SE 5.0 (2004)7. Java SE 6 (2006): Renamed J2SE to Java SE (Java Standard Edition).",0,NULL,NULL,NULL,NULL
270,convert,NULL,16/03/2020,NULL,29,191,0,"The input returned from the input dialog box is a string. If you enter a numeric value such as 1000, it returns ""1000"". To obtain the input as a number, you have to convert a string into a number. To convert a string into an int value, you can use the static parseInt method in the Integer class as follows:int intValue = Integer.parseInt(intString);where intString is a numeric string such as ""1000"".To convert a string into a double value, you can use the static parseDouble method in the Double class as follows:double doubleValue =Double.parseDouble(dString);where dString is a numeric string such as ""1000.00""",0,NULL,NULL,NULL,NULL
271,asdasd,NULL,16/03/2020,NULL,29,191,0,"A relational operator compares two values and determines the relationship between them,An  operator  that  requires  one  operand  is  called  a  unary  operator.  For  example,  ++  is a  unary operator that increments the value of its operand by 1. 7.2.1 Increment Operator(++)Increment the value of the variable by 1(same as x += 1 or x = x + 1",0,NULL,NULL,NULL,NULL
272,addtre,NULL,16/03/2020,NULL,29,191,0,"Multithreading  programmingis  to  provide  simultaneous  execution  of  two  or more  parts  of  a programconcurrentlyto maximum utilize the CPU time.Each part of such a program called a thread.The term ""concurrency"" refers to doing multiple tasks at the same time.10)InterpretedOne of the  advantage of Java as an interpreted language is its error debugging quality. Due to this any error occurring in the program gets traced.11)Architecture Neutral  Java was designed to support applications on network. TheJava compiler generates byte code instructions,  to  be  easily  interpreted  on  any  machine  and  to  be  easily  translated  intonative",0,NULL,NULL,NULL,NULL
273,what is ECE?,NULL,17/03/2020,NULL,6,236,0,"Epizootic catarrhal enteritis (ECE) was first described in 1993 in domestic ferrets in the eastern part of the US (Williams et al., 2000) and subsequently reported in domestic and laboratory ferrets in the US, EU and Japan (Li et al., 2017; Provacia et al., 2011; Terada et al., 2014). The causative agent of ECE is ferret coronavirus (Williams et al., 2000; Wise et al., 2006). ECE is characterized by lethargy, vomiting, inappetence and green mucous diarrhea, and older ferrets are more severely affected by ECE than young ferrets.",0,NULL,NULL,NULL,NULL
274,PDF ?,NULL,19/03/2020,NULL,6,237,0,"The pdf995 suite of products - Pdf995, PdfEdit995, and Signature995 - is a complete solution for your document publishing needs. It provides ease of use, flexibility in format, and industry-standard security- and all at no cost to you.",0,1,NULL,NULL,NULL
275,cost?,NULL,19/03/2020,NULL,6,237,0,"and industry-standard security- and all at no cost to you,and industry-standard security- and all at no cost to you",0,NULL,NULL,NULL,NULL
276,new question ?,NULL,20/03/2020,NULL,6,237,0,Automatic insertion of embedded links Hierarchical Bookmarks Support for Digital Signatures Support for Triple DES encryption Append and Delete PDF Pages Batch Print from Microsoft Office ,0,NULL,NULL,NULL,NULL
277,testing for Annotation?,NULL,21/03/2020,NULL,6,240,0,"Each entry in this book contains material from Wikipedia, although the text we use may not represent the current version of any article. The URL at the bottom of each page will direct you to the source Wikipedia article; use the article’s History tab to find a list of contributors",0,NULL,NULL,NULL,NULL
278,testing question ?,NULL,23/03/2020,NULL,6,238,0,"Choose the name of the document, saydocument.  Copytemplate.textodocument,Each chapter should be included in the main document as a separate file. You canchoose any name for the file, but we suggest adding a suffix to the name of themain file",0,NULL,NULL,NULL,NULL
279,add tag ?,NULL,23/03/2020,NULL,6,238,0,First you edit your source.texfile.  In LATEX you compile it using thelatexcommand to a,0,NULL,NULL,NULL,NULL
280,ij,NULL,23/03/2020,NULL,29,246,0,"Java  is  a  powerful  programming  language  for  developing  software  running  on  mobile  devices, desktop  computers,  and  servers.Java  was  developed  by  a  team  led  by James  Goslingat  Sun Microsystems. Sun Microsystems was purchased by Oracle in 2010.Java  is  an  object-oriented  programming  language  with  abuilt-in  application  programming interface  (API)  that  canhandle  graphics  and  user  interfaces  and  that  can  be  usedto create applications or applets.Java also has standard libraries fordoing mathematics.Java is a full-featured, general-purpose programming language that can be used to develop robust mission-critical  applications.  Today,  it  is  employed  ",0,NULL,NULL,NULL,NULL
281,fdsfd,NULL,23/03/2020,NULL,29,246,0,"vijay.qa45@gmail.comPage 3All  the  programs  in  java  are  run  under  an  area  known  as  the  sand  box.  Security  manager determines  the  accessibility options  of  a  class  like  reading  and  writing  a  file  to the  local  disk. Java uses the public key encryption system to allow the java applications to transmit over the internet in the secure encrypted form. The bytecode Verifier checks the classes after loading. 8)PerformanceJava  uses  native code  usage,  and  lightweight  process  called    threads.  In  the  beginning interpretation  of  bytecode  resulted  in  slow  performance    but  the  advanced    versions  of  JVM uses just in time compilation technique that improves the performance. 9)MultithreadingMultithreading  programmingis  to  provide  simultaneous  execution  of  two  or more  parts  of  a programconcurrentlyto maximum utilize the CPU time.Each part of such a program called a thread.The term ""concurrency"" refers to doing multiple tasks at the same time.10)InterpretedOne of the  advantage of Java as an interpreted language is its error debugging quality. Due to this any error occurring in the program gets traced.11)Architecture Neutral  Java was designed to support applications on network. TheJava compiler generates byte code instructions,  to  be  easily  interpreted  on  any  machine  and  to  be  easily  translated  intonative machine code.",0,NULL,NULL,NULL,NULL
282,Java..?,NULL,23/03/2020,NULL,29,250,0,"ava  uses  native . 9)MultithreadingMultithreading  programmin,ava  uses  native . 9)MultithreadingMultithreading  programmin,Declare a variable of a specified typetype identifier;// Declare multiple variables of the same type, separated by commastype identifi,vijay.qa45@gmail.comPage 43. JRE and JDKThe  JRE  consists  of  the  JVM  and  the  Java  class  librariesfor runningJava programs.  TheJDK additionally  contains  the  development  tools  necessary  to  create  Java  programs.  The  JDK(Java Development  Kit)therefore  consists  of  a  Java  compiler,  Java  virtual  machine  and  Java  class libraries.Towrite Java Programs, you should install JDK, which includes JRE.3.1 JDK VersionsThe various JDK versions are:1. JDK 1.0 (1996): Originally called Oak (named after the oak tree outside James Gosling's office). 2. JDK 1.1 (1997)3. J2SE 1.2 (1998)4. J2SE 1.3 (2000)5. J2SE 1.4 (2002)6. J2SE 5.0 (2004)7. Java SE 6 (2006): Renamed J2SE to Java SE (Java Standard Edition).8. Java SE 7 (2011): (called Oracle JDK).9. Java SE 8 (2014)10.Java SE 9 (2017)11.Java SE 10 (2018)12.JDK 11(2018)13.JDK 12(2019)14.JDK 13(2019)Java source code is simple text that does not require any special formatting. Therefore, any simple text editor (Notepad, Textpad, vi etc) can be used to write and edit Java source code. Java integrated development environments (IDEs) provide the same capabilities as a JDK but in a much more friendly package. Java IDEs provide visual editors for writing Java code. These editors highlight     the     Java     syntax     used     in thecode     and     point     out    potential     errors.  vijay.qa45@gmail.comPage 5Popular Java IDEsare listed below:?Eclipse(an open-source IDE from IBM available at www.eclipse.org) ?NetBeans(an open-source IDE from Sun(Oracle)  available at www.netbeans.org) ?IDEA(IntelliJ available at www.jetbrains.com) Java  programs  compile  into byte  code which  is   not    machine  language.  It's  aIntermediatelevel language. Byte code can execute on many different machines. Byte Code represents the machine language of a virtualcomputer know as Java Virtual  Machine (JVM)Java Runtime Environment (JRE):  Aprogram thatexecutes Java byte code. Java development Kit(JDK)= JRE + compiler4. JAVA PROGRAM STRUCTURE?A Java program always consists of one or more classes.?A Class contains one or more methods?A Method contains program statements?You put the program code for each class in a separate file, and you must give each file the same name as that of the class that is defined within it.?A Java source file name must have the extension .java. vijay.qa45@gmail.comPage 6The keyword static means that you don’t have to create  an instance (a  copy  )  of FirstProgramobject in memory to use this method. The keyword void means that the method main() doesn’t return  any  data  to  the  calling program.Inthe  method  main() ,the  String[]  args  means  that  this method can receive an array of Strings that represent text data. The values that are being passed to a method are called arguments.Javais case sensitive and The filenameis also case-sensitive.Programming in Java?Createthe program by typing it into a text editor, andosave it as FirstProgram.java?Compilethe sourcecodeat the command-lineusing javac:ojavac FirstProgram.javaNote : FirstProgram.class  file is generated after successful compilation.?Executethe .class file at the command-lineusing java:ojava FirstProgram5. Variable and Data TypeA variableis a namedstorage location, that stores a valueof a particular data type. In other words, a variablehas a name, a typeand stores a valueof that type.A data typeis used bits to represent values. Values are not just numbers, but any kind of data that a computer can process. All values in a computer are represented using one data type or another.For example, one program may use data type int with four bytes of memory, and data type double with another eight bytes of memory.  vijay.qa45@gmail.comPage 75.1Variable Declaration// Declare a variable of a specified typetype identifier;// Declare multiple variables of the same type, separated by commastype identifier1, identifier2, ..., identifierN;// Declare a variable and assign an initial valuetype identifier = initialValue;// Declare multiple variables with initial valuestype identifier1 = initValue1, ..., identifierN = initValueN;All data in Java falls into one of two categories: primitive dataand objects. There are only eight primitive data types. However, Java has manytypes of objects, and you can create as many others as you need.Objectvariablesrefer to objects, which are created by instantiating classes with the new keyword.5.2Primitive Data TypesType Name Size Range Integers byte 8 bits -128 to 127 (-27to 27-1) short 16 bits -32,768 to 32,767 (-215to 215-1) int 32 bits -2,147,483,648 to 2,147,483,647 (-231 to 231-1) long 64 bits -9.2 x 1015 to 9.2 x 1015(-263 to 263-1) Floating-point numbers float 32 bits -3.4 x 1038 to 3.4 x 1038double 64 bits -1.7976931348623157x 10308 to   1.7976931348623157x 10308,Java ,vijay.qa45@gmail.comPage 43. JRE and JDKThe  JRE  consists  of  the  JVM  and  the  Java  class  librariesfor runningJava programs.  TheJDK additionally  contains  the  development  tools  necessary  to  create  Java  programs.  The  JDK(Java Development  Kit)therefore  consists  of  a  Java  compiler,  Java  virtual  machine  and  Java  class libraries.Towrite Java Programs, you should install JDK, which includes JRE.3.1 JDK VersionsThe various JDK versions are:1. JDK 1.0 (1996): Originally called Oak (named after the oak tree outside James Gosling's office). 2. JDK 1.1 (1997)3. J2SE 1.2 (1998)4. J2SE 1.3 (2000)5. J2SE 1.4 (2002)6. J2SE 5.0 (2004)7. Java SE 6 (2006): Renamed J2SE to Java SE (Java Standard Edition).8. Java SE 7 (2011): (called Oracle JDK).9. Java SE 8 (2014)10.Java SE 9 (2017)11.Java SE 10 (2018)12.JDK 11(2018)13.JDK 12(2019)14.JDK 13(2019)Java source code is simple text that does not require any special formatting. Therefore, any simple text editor (Notepad, Textpad, vi etc) can be used to write and edit Java source code. Java integrated development environments (IDEs) provide the same capabilities as a JDK but in a much more friendly package. Java IDEs provide visual editors for writing Java code. These editors highlight     the     Java     syntax     used     in thecode     and,vijay.qa45@gmail.comPage 43. JRE and JDKThe  JRE  consists  of  the  JVM  and  the  Java  class  librariesfor runningJava programs.  TheJDK additionally  contains  the  development  tools  necessary  to  create  Java  programs.  The  JDK(Java Development  Kit)therefore  consists  of  a  Java  compiler,  Java  virtual  machine  and  Java  class libraries.Towrite Java Programs, you should install JDK, which includes JRE.3.1 JDK VersionsThe various JDK versions are:1. JDK 1.0 (1996): Originally called Oak (named after the oak tree outside James Gosling's office). 2. JDK 1.1 (1997)3. J2SE 1.2 (1998)4. J2SE 1.3 (2000)5. J2SE 1.4 (2002)6. J2SE 5.0 (2004)7. Java SE 6 (2006): Renamed J2SE to Java SE (Java Standard Edition).8. Java SE 7 (2011): (called Oracle JDK).9. Java SE 8 (2014)10.Java SE 9 (2017)11.Java SE 10 (2018)12.JDK 11(2018)13.JDK 12(2019)14.JDK 13(2019)Java source code is simple text that does not require any special formatting. Therefore, any simple text editor (Notepad, Textpad, vi etc) can be used to write and edit Java source code. Java integrated development environments (IDEs) provide the same capabilities as a JDK but in a much more friendly package. Java IDEs provide visual editors for writing Java code. These editors highlight     the     Java     syntax     used     in thecode     and,Java integrated development environments (IDEs) provide the same capabilities as a JDK but in a much more friendly package. Java IDEs provide visual editors for writing Java code. These editors highlight     the     Java     syntax     used     in th",0,NULL,NULL,NULL,NULL
283,Public,NULL,23/03/2020,NULL,29,250,0,"publicstaticvoidmain(String[] args){// TODOAuto-generated method stubString str1=""Charles"";String str2=""Babbage"";String str3,str4;str3=str1.concat(str2);str4=str1.substring(0,3);System.out.println(str3);System.out.println(str",0,NULL,NULL,NULL,NULL
284,aa?,NULL,23/03/2020,NULL,29,251,0,"A variableis a namedstorage location, that stores a valueof a particular data type. In other words, a variablehas a name, a typeand stores a valueof that type.A data typeis used bits to represent values. Values are not just numbers, but any kind of data that a computer can process. All values in a computer are represented using one data type or another.For example, one program may use data type int with four bytes of memory, and data type double with another eight bytes of memory",0,NULL,NULL,NULL,NULL
